id,feat.yoplait,feat.dannon,feat.hiland,feat.weight,price.yoplait,price.dannon,price.hiland,price.weight,choice
1,0,0,0,0,10.8,8.1,6.1000001,7.9000004,weight
1,0,0,0,0,10.8,9.7999997,6.4000003,7.5000003,dannon
1,0,0,0,0,10.8,9.7999997,6.1000001,8.600000300000001,dannon
1,0,0,0,0,10.8,9.7999997,6.1000001,8.600000300000001,dannon
1,0,0,0,0,12.5,9.7999997,4.8999999,7.9000004,dannon
1,0,0,0,0,10.8,9.2,5.0000001,7.9000004,dannon
1,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
1,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,weight
2,0,0,0,0,10.8,9.7999997,5.0000001,7.9000004,yoplait
2,0,0,0,0,10.8,9.7999997,5.0000001,7.9000004,yoplait
2,0,0,0,0,10.8,9.7999997,5.0000001,7.9000004,yoplait
2,0,0,0,0,10.8,9.7999997,5.0000001,7.9000004,yoplait
2,0,0,0,0,10.8,8.1,5.0000001,8.600000300000001,weight
2,0,0,0,0,10.8,8.1,5.0000001,8.600000300000001,weight
2,0,0,0,0,10.8,8.1,5.0000001,7.9000004,weight
2,0,0,0,0,10.8,8.1,5.0000001,7.9000004,weight
2,0,0,0,0,10.8,8.1,5.0000001,7.9000004,weight
2,0,0,0,0,10.8,8.1,5.0000001,7.9000004,weight
2,0,0,0,0,10.8,8.1,5.0000001,7.9000004,weight
2,0,0,0,0,10.8,8.1,5.0000001,8.1,weight
2,0,0,0,0,10.8,8.1,5.0000001,7.9000004,weight
2,0,0,0,0,10.8,8.1,5.0000001,7.9000004,weight
2,0,0,0,0,10.8,8.1,5.0000001,7.9000004,weight
2,0,0,0,0,10.8,8.1,5.0000001,8.1,weight
2,0,0,0,0,11.200000000000001,8.1,5.0000001,7.9000004,weight
2,0,0,0,0,11.200000000000001,8.1,5.0000001,7.9000004,weight
2,0,0,0,0,11.200000000000001,8.1,5.0000001,7.9000004,weight
2,0,0,0,0,10.8,8.1,5.0000001,8.1,weight
3,0,0,0,0,11,4.8999999,6.1000001,7.9000004,dannon
3,0,0,0,0,10.299999999999999,4.3999999999999995,4.8999999,7.9000004,dannon
3,0,0,0,0,10.299999999999999,4.3999999999999995,4.8999999,7.9000004,dannon
3,0,0,0,0,3.2000002,9.4999999,5.7999998,10.299999999999999,yoplait
3,0,0,0,0,10.8,9.4999999,5.7999998,10.299999999999999,yoplait
3,0,0,0,0,10.8,9.4999999,5.7999998,10.299999999999999,yoplait
3,0,0,0,0,5.5,8.600000300000001,5.4000001,7.9000004,yoplait
3,0,0,0,0,8.2999997,8.600000300000001,5.4000001,7.9000004,yoplait
3,0,0,0,0,8.2999997,8.600000300000001,5.4000001,7.9000004,yoplait
3,0,0,0,1,11.5,8.600000300000001,5.6000002,6.3000001,yoplait
3,0,0,0,1,3.2000002,8.600000300000001,5.6000002,6.3000001,yoplait
3,0,0,0,1,11.5,8.600000300000001,6.1000001,6.3000001,weight
3,0,0,0,0,11.5,5.5,6.1000001,6.4000003,dannon
3,0,0,1,0,11.5,6.3000001,6.1000001,7.9000004,dannon
3,0,0,0,1,4.1999999,3.0999999000000003,6.1000001,6.3000001,dannon
4,0,0,0,0,11,8.1,6.6000000000000005,7.9000004,hiland
4,0,0,0,0,11,8.1,6.6000000000000005,7.9000004,hiland
4,0,0,0,0,13.500001000000001,8.1,6.6000000000000005,7.9000004,dannon
4,0,0,0,0,13.500001000000001,8.1,6.6000000000000005,7.9000004,dannon
4,0,0,0,0,11,8.1,6.1000001,7.9000004,hiland
4,0,0,0,0,11,8.1,6.1000001,7.9000004,hiland
4,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,hiland
4,0,0,0,0,10.8,8.600000300000001,5.0000001,7.9000004,dannon
4,0,0,1,0,11.200000000000001,8.600000300000001,6.1000001,7.9000004,dannon
4,0,0,0,0,2.5,8.600000300000001,5.4000001,7.9000004,yoplait
4,0,0,1,0,5.7999998,8.600000300000001,2.5,7.9000004,yoplait
4,0,0,1,0,5.7999998,8.600000300000001,2.5,7.9000004,yoplait
4,0,0,0,1,11.5,8.600000300000001,6.1000001,6.3000001,weight
4,0,0,0,0,11,1.8999999,5.4000001,7.9000004,dannon
5,0,0,0,0,10.299999999999999,9.7999997,4.8999999,7.9000004,yoplait
5,0,0,0,0,10.299999999999999,9.7999997,4.8999999,7.9000004,yoplait
5,0,0,0,0,10.299999999999999,9.7999997,4.8999999,7.9000004,yoplait
5,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,dannon
5,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,dannon
5,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,dannon
5,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,yoplait
5,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,yoplait
5,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,dannon
5,0,0,0,0,10.8,8.600000300000001,5.4000001,7.9000004,dannon
5,0,0,0,0,10.8,8.600000300000001,2.5,7.9000004,dannon
5,0,0,0,0,10.8,8.600000300000001,2.5,7.9000004,dannon
5,0,0,0,0,12.2,8.600000300000001,5.0000001,8.600000300000001,dannon
5,0,0,0,0,12.5,8.600000300000001,5.0000001,8.600000300000001,yoplait
6,0,0,0,1,11.5,8.600000300000001,6.1000001,7.4000001,weight
6,0,0,0,1,11.5,8.600000300000001,6.1000001,7.4000001,weight
6,0,0,0,0,10.8,6.899999800000001,6.1000001,8.600000300000001,weight
6,0,0,0,0,10.8,6.899999800000001,6.1000001,8.600000300000001,weight
6,0,0,0,0,11.5,5.099999899999999,6.6000000000000005,8.600000300000001,weight
6,0,0,0,0,11.5,5.099999899999999,6.6000000000000005,8.600000300000001,weight
6,0,0,0,0,11.5,8.1,6.6000000000000005,8.1,weight
6,0,0,0,0,11.5,8.1,6.6000000000000005,8.1,weight
6,0,0,0,0,11.5,8.1,6.1000001,8.1,weight
6,0,0,0,0,11.5,8.1,6.1000001,8.1,weight
6,0,0,0,0,11.200000000000001,8.1,6.1000001,8.1,yoplait
6,0,0,0,0,11.200000000000001,8.1,6.1000001,8.1,yoplait
6,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
6,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
6,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
6,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
6,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
6,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
6,0,0,0,0,12.2,8.600000300000001,6.1000001,8.600000300000001,yoplait
7,0,0,0,0,11,7.4000001,6.1000001,8.1,dannon
7,0,0,0,0,11,7.4000001,6.1000001,8.1,dannon
7,0,0,0,0,10.299999999999999,8.1,6.6000000000000005,8.1,dannon
7,0,0,0,0,10.299999999999999,8.1,6.6000000000000005,7.9000004,dannon
7,0,0,0,0,10.299999999999999,8.1,6.6000000000000005,7.9000004,dannon
7,0,0,0,0,10.299999999999999,8.1,6.6000000000000005,7.9000004,dannon
7,0,0,0,0,12.5,8.1,6.6000000000000005,7.9000004,dannon
7,0,0,0,0,12.5,8.1,6.6000000000000005,7.9000004,dannon
7,0,0,0,0,2,9.7999997,4.8999999,7.9000004,yoplait
7,0,0,0,0,10.299999999999999,8.1,4.8999999,7.9000004,dannon
7,0,1,0,0,10.299999999999999,6.1000001,4.8999999,7.9000004,dannon
7,0,0,0,0,10.8,8.1,5.0000001,7.9000004,yoplait
7,0,0,0,0,10.8,8.1,5.0000001,7.9000004,yoplait
7,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon
7,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon
7,0,0,0,0,10.8,8.1,5.0000001,7.9000004,dannon
7,0,0,0,0,10.8,8.1,5.0000001,7.9000004,yoplait
